商品名,一般名詞,大分類,中分類,小分類（カテゴリ）,小分類（商品）,キーワード,店舗,価格（税込）,価格（税抜）,価格テキスト,JANコード,メーカー,在庫,画像URL,登録日時
森永乳業　ギリシャヨーグルト　パルテノ　プレーン砂糖不使用　１００ｇ,ヨーグルト,食料品,乳製品,ヨーグルト,ヨーグルト,"['ギリシャヨーグルト', 'プレーン', '砂糖不使用', '乳製品']",ダイエーネットスーパー,192.24,178.0,本体¥178.0 / 税込¥192.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/73/4902720116473_th.jpg,2025-12-27T19:36:28.625183+00:00
森永乳業　トリプルヨーグルト　ドリンクタイプ　１００ｇ（機能性表示食．．．,ヨーグルト,食料品,乳製品,ヨーグルト,ヨーグルト,"['ヨーグルト', '乳製品', 'ドリンクタイプ', '森永乳業']",ダイエーネットスーパー,149.04,138.0,本体¥138.0 / 税込¥149.04,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/35/0000049835335_th.jpg,2025-12-27T19:37:41.215599+00:00
森永乳業　トリプルヨーグルト　脂肪ゼロ　１００ｇ（機能性表示食品）,ヨーグルト,食料品,乳製品,ヨーグルト,ヨーグルト,"['ヨーグルト', '乳製品', '機能性表示食品', '脂肪ゼロ']",ダイエーネットスーパー,149.04,138.0,本体¥138.0 / 税込¥149.04,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/81/4902720138581_th.jpg,2025-12-27T19:36:47.683487+00:00
森永乳業　ビヒダスヨーグルト　便通改善　ドリンクタイプ　１００ｇ（機．．．,ヨーグルト,食料品,乳製品,ヨーグルト,ヨーグルト,"['ヨーグルト', '乳製品', 'ドリンクタイプ', '便通改善']",ダイエーネットスーパー,149.04,138.0,本体¥138.0 / 税込¥149.04,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/71/0000049410471_th.jpg,2025-12-27T19:37:40.132689+00:00
森永乳業　ビヒダスヨーグルト　便通改善　脂肪ゼロ　ドリンクタイプ　１．．．,ヨーグルト,食料品,乳製品,ヨーグルト,ヨーグルト,"['ヨーグルト', '乳製品', '健康食品', 'ビヒダス', '森永乳業']",ダイエーネットスーパー,149.04,138.0,本体¥138.0 / 税込¥149.04,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/96/0000049837896_th.jpg,2025-12-27T19:37:41.815916+00:00
森永乳業　ビヒダスヨーグルト　白桃＋黄桃　７５ｇ×４個入,ヨーグルト,食料品,乳製品,ヨーグルト,ヨーグルト,"['ヨーグルト', '乳製品', '白桃', '黄桃', '森永乳業']",ダイエーネットスーパー,192.24,178.0,本体¥178.0 / 税込¥192.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/77/4902720140577_th.jpg,2025-12-27T19:37:14.717656+00:00
森永乳業　ビヒダスＢＢ５３６　プレーンヨーグルト　４００ｇ（特定保健．．．,ヨーグルト,食料品,乳製品,ヨーグルト,ヨーグルト,"['ヨーグルト', '乳製品', 'ビヒダス', '森永乳業', 'プレーン']",ダイエーネットスーパー,192.24,178.0,本体¥178.0 / 税込¥192.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/66/4902720116466_th.jpg,2025-12-27T19:36:28.101814+00:00
森永乳業　ビヒダスＢＢ５３６　４種のバラエティパック　７５ｇ×４個入,ヨーグルト,食料品,乳製品,ヨーグルト,ヨーグルト,"['ヨーグルト', '乳酸菌', 'ビヒダス', '森永乳業', 'プロバイオティクス']",ダイエーネットスーパー,192.24,178.0,本体¥178.0 / 税込¥192.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/31/4902720117531_th.jpg,2025-12-27T19:37:14.003436+00:00
雪印メグミルク　プルーンＦｅ　１日分の鉄分ヨーグルト　７０ｇ×３個入．．．,ヨーグルト,食料品,乳製品,ヨーグルト,ヨーグルト,"['ヨーグルト', '鉄分', 'プルーン', '乳製品']",ダイエーネットスーパー,246.24,228.0,本体¥228.0 / 税込¥246.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/08/4908011601208_th.jpg,2025-12-27T19:36:50.14548+00:00
雪印メグミルク　恵　ビフィズス菌ＳＰ株カプセルヨーグルト　ドリンクタ．．．,ヨーグルト,食料品,乳製品,ヨーグルト,ヨーグルト,"['ヨーグルト', '乳酸菌', 'ドリンク', '恵']",ダイエーネットスーパー,149.04,138.0,本体¥138.0 / 税込¥149.04,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/40/0000049839340_th.jpg,2025-12-27T19:37:42.109492+00:00
雪印メグミルク　恵　ビフィズス菌ＳＰ株ヨーグルト　７０ｇ×３個入,ヨーグルト,食料品,乳製品,ヨーグルト,ヨーグルト,"['ヨーグルト', '乳製品', 'ビフィズス菌', '恵', '雪印メグミルク']",ダイエーネットスーパー,246.24,228.0,本体¥228.0 / 税込¥246.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/84/4908011612884_th.jpg,2025-12-27T19:36:51.456693+00:00
雪印メグミルク　恵　ｍｅｇｕｍｉ　ガセリ菌ＳＰ株ヨーグルト　ドリンク．．．,ヨーグルト,食料品,乳製品,ヨーグルト,ヨーグルト,"['ヨーグルト', '乳製品', 'ガセリ菌', '恵', 'ドリンク']",ダイエーネットスーパー,149.04,138.0,本体¥138.0 / 税込¥149.04,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/67/0000049202267_th.jpg,2025-12-27T19:37:39.231788+00:00
雪印メグミルク　牧場の朝　ヨーグルト　ぶどう　７０ｇ×３個入,ヨーグルト,食料品,乳製品,ヨーグルト,ヨーグルト,"['ヨーグルト', '乳製品', 'ぶどう', '朝食', 'デザート']",ダイエーネットスーパー,149.04,138.0,本体¥138.0 / 税込¥149.04,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/45/4908011601345_th.jpg,2025-12-27T19:36:50.981953+00:00
雪印メグミルク　牧場の朝ヨーグルト　いちご　７０ｇ×３個入,ヨーグルト,食料品,乳製品,ヨーグルト,ヨーグルト,"['ヨーグルト', 'いちご', '乳製品', '朝食']",ダイエーネットスーパー,149.04,138.0,本体¥138.0 / 税込¥149.04,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/14/4908011601314_th.jpg,2025-12-27T19:37:18.045799+00:00
雪印メグミルク　牧場の朝ヨーグルト　生乳仕立て　７０ｇ×３個入,ヨーグルト,食料品,乳製品,ヨーグルト,ヨーグルト,"['ヨーグルト', '乳製品', '朝食', 'デザート']",ダイエーネットスーパー,149.04,138.0,本体¥138.0 / 税込¥149.04,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/07/4908011601307_th.jpg,2025-12-27T19:36:50.545279+00:00
アヲハタ　ピーナッツクリーム　１４０ｇ,ピーナッツクリーム,食料品,乳製品,その他乳製品,ジャム・スプレッド,"['ピーナッツクリーム', 'アヲハタ', 'パン', '朝食', 'スプレッド']",ダイエーネットスーパー,321.84,298.0,本体¥298.0 / 税込¥321.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/05/0000045201905_th.jpg,2025-12-27T19:42:34.707948+00:00
アヲハタ　ヴェルデ　ピーナッツホイップ　１００ｇ,ピーナッツクリーム,食料品,乳製品,その他乳製品,ジャム・スプレッド,"['ピーナッツ', 'ホイップ', 'スプレッド', 'パン']",ダイエーネットスーパー,300.24,278.0,本体¥278.0 / 税込¥300.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/87/4562452232287_th.jpg,2025-12-27T19:42:58.848173+00:00
アヲハタ　黒胡麻クリーム　１４０ｇ,クリーム,食料品,乳製品,その他乳製品,調味料,"['黒胡麻', 'ペースト', 'スプレッド', 'パン', 'お菓子']",ダイエーネットスーパー,378.0,350.0,本体¥350.0 / 税込¥378.0,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/12/0000045201912_th.jpg,2025-12-27T19:42:35.103926+00:00
タカナシ乳業　特選北海道純生クリーム３５　２００ｍｌ　※季節によって．．．,生クリーム,食料品,乳製品,生クリーム,乳製品,"['生クリーム', '乳製品', '北海道', '純生クリーム']",ダイエーネットスーパー,375.84,348.0,本体¥348.0 / 税込¥375.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/26/4902070023926_th.jpg,2025-12-27T19:38:47.0448+00:00
タカナシ乳業　特選北海道純生クリーム４７　２００ｍｌ,生クリーム,食料品,乳製品,生クリーム,乳製品,"['生クリーム', '乳製品', '製菓', '料理', 'タカナシ乳業']",ダイエーネットスーパー,462.24,428.0,本体¥428.0 / 税込¥462.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/51/4902070000651_th.jpg,2025-12-27T19:38:46.753421+00:00
トップバリュ　ベストプライス　クリームチーズ仕立てのベビー　いぶりが．．．,クリームチーズ,食料品,乳製品,チーズ,乳製品,"['クリームチーズ', 'ベビーチーズ', 'チーズ', '乳製品']",ダイエーネットスーパー,113.4,105.0,本体¥105.0 / 税込¥113.4,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/77/4549414695977_th.jpg,2025-12-27T19:39:05.780927+00:00
トップバリュ　ベストプライス　チョコクリーム　１３５ｇ,チョコレートクリーム,食料品,乳製品,その他乳製品,スプレッド,"['チョコクリーム', 'パン', 'お菓子', 'デザート', 'トップバリュ']",ダイエーネットスーパー,138.24,128.0,本体¥128.0 / 税込¥138.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/53/4549414673753_th.jpg,2025-12-27T19:42:44.322933+00:00
トップバリュ　ベストプライス　ピーナッツクリーム　１３５ｇ,ピーナッツクリーム,食料品,乳製品,その他乳製品,ジャム・スプレッド,"['ピーナッツ', 'クリーム', 'パン', 'トースト', 'スプレッド']",ダイエーネットスーパー,138.24,128.0,本体¥128.0 / 税込¥138.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/60/4549414673760_th.jpg,2025-12-27T19:42:52.607505+00:00
ヤマザキ　高級クリームパン　１個,クリームパン,食料品,乳製品,その他乳製品,パン類,"['ヤマザキ', 'クリームパン', '菓子パン', 'パン']",ダイエーネットスーパー,149.04,138.0,本体¥138.0 / 税込¥149.04,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/35/4903110080435_th.jpg,2025-12-27T19:41:18.018235+00:00
雪印メグミルク　クリームチーズ　憩いのデザート　国産いちご果汁入り　．．．,クリームチーズ,食料品,乳製品,チーズ,乳製品,"['クリームチーズ', 'いちご', 'デザート', '乳製品', 'スプレッド']",ダイエーネットスーパー,192.24,178.0,本体¥178.0 / 税込¥192.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/65/4903050511365_th.jpg,2025-12-27T19:39:13.538384+00:00
雪印メグミルク　クリームチーズ　憩いのデザート　温州みかん果汁入り　．．．,クリームチーズ,食料品,乳製品,チーズ,乳製品,"['クリームチーズ', 'デザート', 'みかん', '雪印メグミルク']",ダイエーネットスーパー,192.24,178.0,本体¥178.0 / 税込¥192.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/58/4903050511358_th.jpg,2025-12-27T19:39:13.118924+00:00
雪印メグミルク　雪印北海道１００　クリームチーズ　１００ｇ,クリームチーズ,食料品,乳製品,チーズ,乳製品,"['クリームチーズ', '雪印メグミルク', 'チーズ', '乳製品', '100g']",ダイエーネットスーパー,300.24,278.0,本体¥278.0 / 税込¥300.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/25/0000049453225_th.jpg,2025-12-27T19:39:33.990774+00:00
グリコ　【１歳頃から】幼児優良牛乳　生乳１００％使用　１００ｍｌ×４．．．,牛乳,食料品,乳製品,牛乳,牛乳,"['牛乳', '乳幼児', '1歳から', 'グリコ']",ダイエーネットスーパー,321.84,298.0,本体¥298.0 / 税込¥321.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/03/4971666406603_th.jpg,2025-12-27T19:37:33.544363+00:00
トップバリュ　ベストプライス　成分無調整牛乳　１０００ｍｌ,牛乳,食料品,乳製品,牛乳,牛乳,"['牛乳', '乳製品', '飲料', 'トップバリュ']",ダイエーネットスーパー,246.24,228.0,本体¥228.0 / 税込¥246.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/57/4901810983957_th.jpg,2025-12-27T19:37:22.970159+00:00
トップバリュ　北海道牛乳　２００ｍｌ,牛乳,食料品,乳製品,牛乳,牛乳,"['牛乳', '乳製品', '北海道', 'トップバリュ']",ダイエーネットスーパー,105.84,98.0,本体¥98.0 / 税込¥105.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/15/4901810820115_th.jpg,2025-12-27T19:37:22.587743+00:00
メイトー　しっかり濃厚４．４　１０００ｍｌ,牛乳,食料品,乳製品,牛乳,牛乳,"['牛乳', '乳製品', '濃厚', '1000ml']",ダイエーネットスーパー,300.24,278.0,本体¥278.0 / 税込¥300.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/43/4901385745943_th.jpg,2025-12-27T19:37:35.834394+00:00
明治　おいしい牛乳　４５０ｍｌ,牛乳,食料品,乳製品,牛乳,牛乳,"['牛乳', '乳製品', '飲料', '明治']",ダイエーネットスーパー,246.24,228.0,本体¥228.0 / 税込¥246.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/54/4902705029354_th.jpg,2025-12-27T19:37:23.810567+00:00
森永乳業　牧場の大地　１０００ｍｌ,牛乳,食料品,乳製品,牛乳,牛乳,"['牛乳', '乳飲料', '森永乳業', '牧場の大地', '1000ml']",ダイエーネットスーパー,189.0,175.0,本体¥175.0 / 税込¥189.0,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/30/4902720099530_th.jpg,2025-12-27T19:37:32.09876+00:00
雪印メグミルク　特濃　９００ｍｌ　,牛乳,食料品,乳製品,牛乳,牛乳,"['牛乳', '乳製品', '特濃', '900ml']",ダイエーネットスーパー,354.24,328.0,本体¥328.0 / 税込¥354.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/60/4908011520660_th.jpg,2025-12-27T19:37:36.497425+00:00
トップバリュ　ベストプライス　北海道産生クリーム使用　濃厚クリームシ．．．,生クリーム,食料品,乳製品,生クリーム,生クリーム,"['生クリーム', '乳製品', '北海道産', '製菓', '料理']",ダイエーネットスーパー,159.84,148.0,本体¥148.0 / 税込¥159.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/45/4549414598445_th.jpg,2025-12-27T21:03:59.683411+00:00
六甲バター　ＱＢＢ　Ｐシュレッド　１５０ｇ,シュレッドチーズ,食料品,乳製品・チーズ,チーズ,チーズ,"['チーズ', 'シュレッド', '乳製品', 'QBB']",ダイエーネットスーパー,429.84,398.0,本体¥398.0 / 税込¥429.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/05/4903308060805_th.jpg,2025-12-27T19:39:19.299832+00:00
ダノンジャパン　ＢＩＯ　ビオ　焼きリンゴ＆バニラ　７５ｇ×４個入,ヨーグルト,食料品,乳製品・デザート,ヨーグルト,ヨーグルト,"['ダノン', 'ビオ', 'ヨーグルト', '焼きリンゴ', 'バニラ']",ダイエーネットスーパー,246.24,228.0,本体¥228.0 / 税込¥246.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/58/4901112611558_th.jpg,2025-12-27T19:37:00.89497+00:00
ダノンジャパン　ＢＩＯ　ビオ　白桃＆黄桃　７５ｇ×４個入,ヨーグルト,食料品,乳製品・デザート,ヨーグルト,ヨーグルト,"['ヨーグルト', 'ダノン', 'BIO', '白桃', '黄桃']",ダイエーネットスーパー,246.24,228.0,本体¥228.0 / 税込¥246.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/69/4901112610469_th.jpg,2025-12-27T19:36:58.51224+00:00
トップバリュ　べストプライス　アロエヨーグルト　脂肪ゼロ　７０ｇ×４．．．,ヨーグルト,食料品,乳製品・デザート,ヨーグルト,ヨーグルト,"['アロエヨーグルト', '脂肪ゼロ', 'トップバリュ', 'ヨーグルト']",ダイエーネットスーパー,149.04,138.0,本体¥138.0 / 税込¥149.04,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/93/4549414436693_th.jpg,2025-12-27T19:36:54.536124+00:00
